text,sentimen
kali nyobain reviewnya ngilangin bekas jerawat banget cocok nyata gak cocok wajah muncul jerawat spot kasih,Negatif
bgt brand yg hype coba beli niacinimidenya problem kulit emg acne scarsnya kulit beruntus kl yg minat wa ya,Negatif
kulit rewel cocok gak tau gimana kesini kulit yg oily normal jdi super minyak abis pakai yg udh gitu lihat kusam,Negatif
ken ngilangin bekas jerawat nambah jerawat pake inibukan orang yg cocok gak cocok banget jual isi jual chat wa,Negatif
ngiler liat review orang bagus aman bgt kulit sensitif beli langsung uk yg gede nya yg warna biru varian hyaluronic pake sih expect banget first impression nya ba,Negatif
kalo cuman ngaruh cerah ajaa kalo ngilangin beruntus nope grandakan becek kulit putus henti - minggu,Negatif
pake udh abis botol yg rasain bgt pas pake tuh efek cerah tp krna muka aga sensitive sm jd muncul jerawat muka jrng bgt jerawat kalo re,Negatif
cari serum yg hilang bekas jerawat milih si yg niacinamide tekstur serum si lengket ya muka oily kyk pake kali muka jd kering,Negatif
beli bgt sm ngincer botol bawa kyknya enak nyata packingnya bnran botol tp dr kaca berat hrs hati biar gak pecah tekstur kentel bgt lengket cairn,Negatif
huhu kecewa serum iniaku cocok nyata gak sesuai ekspetasi ku bgtsebelumnya pakai emang bikin mulus muka ku langsung merah beruntus emang pakai,Negatif
sadly gak cocok serum suka juta umat sempet harap serum niacinamide ku claim gak cerah gak,Negatif
liat review bagus bagus ya udah coba beruntus udah jarak pake nya ku gak cocok product niacinamide nya,Negatif
harap sih harap hiks gak cocok nyata muka sensitif jerawat hibah sepupu,Negatif
pas nyobain breakout yaa tumbuh jerawat gede gede bo beli botol gede yg ml jual kalo yg minat wa ya,Negatif
pake karna rekomendasi kakel pake cuman eh nyata cocok kulit preloved isi mas lumayan full yg minat langsung wa yaa,Negatif
pake kemas msh yg jastip jxb ngarep banget hasil bagus kulit ku nyata gak tekstur sih enak lumayan gampang serap tp reaksi bikin muka ku bruntusan,Negatif
pakai minggu udah pakai boto kulit efek cerah tara banget jg karna habis botol pakai nyerapnya lamaaa,Negatif
abis liat review nya bagussih sempet bingung beli ordinary pilih eh nyata gak cocok bikin kusem plus jerawat fyi wajah combi oily huhuuuu kalo jual,Negatif
in love-and-hate-relationship with this serum udah bln nyobain tekstur kental bening gak bau pas dipake licin gtu cpt resap trs jd lengket tp matte efek nyata lambat bgt muda,Negatif
beli karna kena racun salah beauty vlogger pas pake gak bikin muka ku breakout fine fine si cuman gak ngerasain ubah pake serum pas abis nyata bikin muka,Negatif
expektasiku karna hype bgt gak ngerasa efek pake serum ininsmpe abis botol sedih akutu trus serum lengket bgt nyerapnya krna thick sihh nonto,Negatif
,
niat pakenya sih harap hilang bekas jerawat item plus skin barrier bagus bagus tekstur wajah halus plumpy gitu bekas jerawat lumayan pudar tpi keringat abis olahra,Negatif
serum wajib krn claim mutih cerah hasil lihat rajin pakai tekstur cair jyga oily gt tp cepet kering kulit pake yg trs combine hya,Positif
keren banget,Netral
